ID del Animal,Nombre Común,Tipo de Animal,Número de Extremidades,Velocidad Máxima (km/h),Temperatura Corporal Promedio (°C),Número de Crías por Reproducción,Altitud Máxima (m),Frecuencia Respiratoria (respiraciones/min),Frecuencia Cardiaca (latidos/min),Hábitat,Estado de Conservación,Peso (kg),Método de Reproducción_Ovíparo,Método de Reproducción_Vivíparo,Peso (kg) Discretizado
514.0,Iguana,4,0.0,0.19215851602023606,37.6,2.0,3472.0,14.0,0.20930232558139528,Montaña,Vulnerable,2980.6,1.0,0.0,2.0
515.0,Flamenco,0,0.0,0.34055649241146707,20.1,5.0,4143.0,35.0,0.875968992248062,Selva,Extinto en estado silvestre,3138.9,0.0,1.0,3.0
516.0,Pulpo,1,8.0,0.005311973018549746,27.1,4.0,5472.0,27.0,0.14728682170542629,Océano,Vulnerable,3767.2,0.0,1.0,3.0
517.0,Suricata,0,8.0,0.4221753794266441,33.6,8.0,1739.0,33.0,0.6744186046511627,Selva,Extinto en estado silvestre,2860.9,0.0,1.0,2.0
518.0,Hipopótamo,2,2.0,0.2719224283305227,39.6,5.0,2328.0,21.0,0.5348837209302325,Océano,Extinto en estado silvestre,987.8,1.0,0.0,0.0
519.0,Pez Payaso,3,0.0,0.7902192242833052,28.4,9.0,5619.0,28.0,0.31007751937984496,Selva,En peligro,2909.7,1.0,0.0,2.0
520.0,Mariposa Monarca,1,0.0,0.6746205733558178,31.6,7.0,274.0,14.0,0.8604651162790697,Selva,Extinto en estado silvestre,1489.4,1.0,0.0,1.0
521.0,Caballito de Mar,3,2.0,0.023608768971332204,35.4,1.0,1082.0,38.0,0.7364341085271318,Desierto,Extinto en estado silvestre,436.7,0.0,1.0,0.0
522.0,Tiburón,3,6.0,0.14232715008431704,32.5,2.0,2228.0,21.0,0.03875968992248058,Océano,Vulnerable,4127.2,1.0,0.0,4.0
523.0,Tortuga,4,0.0,0.5415682967959528,38.3,8.0,4566.0,36.0,0.22480620155038755,Montaña,En peligro,330.5,1.0,0.0,0.0
524.0,Camarón,1,8.0,0.617706576728499,16.9,8.0,678.0,15.0,0.4108527131782945,Océano,Vulnerable,3158.6,1.0,0.0,3.0
525.0,Cocodrilo,4,2.0,0.7690556492411467,37.2,2.0,894.0,26.0,0.06976744186046507,Desierto,Vulnerable,4942.5,1.0,0.0,4.0
526.0,Caballito de Mar,3,0.0,0.9691399662731871,16.2,7.0,3844.0,23.0,0.13953488372093026,Montaña,Vulnerable,438.2,0.0,1.0,0.0
527.0,Zebra,2,8.0,0.7018549747048903,27.0,8.0,1447.0,12.0,0.06201550387596899,Desierto,Vulnerable,1100.7,1.0,0.0,1.0
528.0,Oso Pardo,2,4.0,0.5442664418212478,25.7,4.0,99.0,10.0,0.4651162790697674,Océano,En peligro,3804.0,0.0,1.0,3.0
529.0,Águila,0,0.0,0.413406408094435,34.9,3.0,3973.0,32.0,0.10077519379844957,Océano,Extinto en estado silvestre,484.6,1.0,0.0,0.0
530.0,Búho,0,2.0,0.7381956155143339,22.0,9.0,3907.0,22.0,0.007751937984496082,Desierto,En peligro,4163.6,1.0,0.0,4.0
531.0,Pulpo,1,8.0,0.9354974704890386,14.3,2.0,4631.0,27.0,0.3410852713178294,Montaña,Extinto en estado silvestre,1.5,1.0,0.0,0.0
532.0,Perro,2,0.0,0.4219224283305227,31.2,3.0,5778.0,19.0,0.14728682170542629,Océano,Extinto en estado silvestre,4449.7,0.0,1.0,4.0
533.0,Pez Payaso,3,8.0,0.5841483979763912,28.2,8.0,5434.0,32.0,0.1937984496124031,Desierto,Vulnerable,334.2,1.0,0.0,0.0
534.0,Rinoceronte,2,2.0,0.20531197301854975,34.8,2.0,5436.0,37.0,0.2945736434108527,Océano,Extinto en estado silvestre,4609.9,0.0,1.0,4.0
535.0,Avispa,1,0.0,0.8579258010118044,32.8,5.0,31.0,39.0,0.8914728682170543,Desierto,En peligro,4322.8,1.0,0.0,4.0
536.0,Cacatúa,0,2.0,0.7134907251264755,36.8,8.0,1580.0,28.0,0.9612403100775193,Océano,Extinto en estado silvestre,2697.9,0.0,1.0,2.0
537.0,Gaviota,0,6.0,0.35345699831365934,35.2,7.0,2466.0,28.0,0.18604651162790697,Océano,En peligro,3889.8,1.0,0.0,3.0
538.0,Tortuga,4,0.0,0.8745362563237774,30.6,4.0,3509.0,26.0,0.7674418604651163,Selva,En peligro,374.5,0.0,1.0,0.0
539.0,Suricata,0,0.0,0.9716694772344013,24.0,9.0,4839.0,16.0,0.48062015503875966,Montaña,En peligro,675.8,0.0,1.0,0.0
540.0,Pez Payaso,3,8.0,0.28701517706576724,10.6,2.0,1001.0,37.0,0.8837209302325582,Océano,Extinto en estado silvestre,1846.5,1.0,0.0,1.0
541.0,Avispa,1,0.0,0.184822934232715,19.2,7.0,3201.0,17.0,0.3565891472868217,Montaña,Vulnerable,2687.3,1.0,0.0,2.0
542.0,Pájaro Carpintero,0,6.0,0.8322934232715008,31.8,7.0,4832.0,25.0,0.1705426356589147,Desierto,En peligro,4341.1,0.0,1.0,4.0
543.0,Flamenco,0,8.0,0.5819561551433389,11.8,7.0,3017.0,25.0,0.11627906976744184,Selva,Vulnerable,2713.4,1.0,0.0,2.0
544.0,Caballito de Mar,3,8.0,0.8849072512647553,32.7,7.0,1836.0,36.0,0.03875968992248058,Desierto,En peligro,3326.1,1.0,0.0,3.0
545.0,Búho,0,4.0,0.34620573355817874,25.5,5.0,672.0,25.0,0.21705426356589141,Montaña,Extinto en estado silvestre,3399.5,1.0,0.0,3.0
546.0,Pez Payaso,3,0.0,0.5807757166947723,36.0,1.0,5112.0,29.0,0.023255813953488358,Desierto,En peligro,4387.9,0.0,1.0,4.0
547.0,Flamenco,0,4.0,0.5767284991568296,29.8,4.0,1955.0,18.0,0.875968992248062,Desierto,Extinto en estado silvestre,3883.8,0.0,1.0,3.0
548.0,Pez Payaso,3,6.0,0.18642495784148397,34.0,5.0,4676.0,39.0,0.054263565891472854,Desierto,Extinto en estado silvestre,4885.2,1.0,0.0,4.0
549.0,Suricata,0,0.0,0.9928330522765598,15.1,4.0,4303.0,22.0,0.3643410852713178,Montaña,Extinto en estado silvestre,100.2,1.0,0.0,0.0
550.0,Abeja,1,4.0,0.6638279932546374,15.2,7.0,5318.0,13.0,0.6434108527131783,Océano,Extinto en estado silvestre,1039.2,0.0,1.0,1.0
551.0,Tortuga,4,4.0,0.6639123102866779,16.3,2.0,3315.0,19.0,0.11627906976744184,Desierto,Vulnerable,4652.2,1.0,0.0,4.0
552.0,Iguana,4,8.0,0.29544688026981447,20.0,2.0,3960.0,30.0,0.3565891472868217,Montaña,Extinto en estado silvestre,3961.1,1.0,0.0,3.0
553.0,Perro,2,4.0,0.650168634064081,37.1,2.0,4074.0,36.0,0.2325581395348837,Selva,En peligro,1336.9,0.0,1.0,1.0
554.0,Cocodrilo,4,4.0,0.8333052276559865,33.2,3.0,1584.0,31.0,0.7364341085271318,Selva,Vulnerable,4871.2,1.0,0.0,4.0
555.0,Tiburón,3,0.0,0.8138279932546374,20.9,5.0,25.0,18.0,0.9379844961240309,Montaña,Vulnerable,4349.4,0.0,1.0,4.0
556.0,Pez Espada,3,0.0,0.9204047217537942,37.6,9.0,5610.0,34.0,0.21705426356589141,Desierto,Vulnerable,323.4,1.0,0.0,0.0
557.0,Tortuga,4,8.0,0.1467116357504216,33.4,3.0,4606.0,33.0,0.5813953488372092,Océano,Vulnerable,4056.6,0.0,1.0,4.0
558.0,Tiburón,3,0.0,0.18102866779089377,29.7,6.0,5458.0,35.0,0.5193798449612402,Selva,En peligro,3922.5,0.0,1.0,3.0
559.0,Mariposa Monarca,1,6.0,0.7101180438448567,23.1,6.0,2020.0,37.0,0.9147286821705427,Océano,Extinto en estado silvestre,1105.8,1.0,0.0,1.0
560.0,Pez Payaso,3,8.0,0.8080101180438448,29.5,6.0,210.0,27.0,0.2558139534883721,Montaña,En peligro,3346.3,0.0,1.0,3.0
561.0,Estrella de Mar,1,6.0,0.6741146711635749,27.8,5.0,3178.0,21.0,0.03875968992248058,Selva,Extinto en estado silvestre,4851.1,1.0,0.0,4.0
562.0,Avispa,1,0.0,0.14089376053962901,33.5,2.0,854.0,35.0,0.37209302325581395,Desierto,Vulnerable,3379.4,0.0,1.0,3.0
563.0,Escorpión,1,0.0,0.5945193929173692,16.8,1.0,833.0,19.0,0.3875968992248062,Selva,Vulnerable,4068.8,0.0,1.0,4.0
564.0,Búho,0,8.0,0.7484822934232714,36.6,5.0,316.0,26.0,0.06201550387596899,Desierto,Vulnerable,497.0,1.0,0.0,0.0
565.0,Perro,2,4.0,0.13499156829679596,27.8,8.0,4417.0,21.0,0.8449612403100775,Océano,Vulnerable,3637.3,1.0,0.0,3.0
566.0,Caballito de Mar,3,2.0,0.05354131534569983,34.2,5.0,4319.0,11.0,0.11627906976744184,Selva,Extinto en estado silvestre,1023.9,0.0,1.0,1.0
567.0,Pájaro Carpintero,0,2.0,0.2532040472175379,20.4,3.0,2666.0,23.0,0.6434108527131783,Montaña,Vulnerable,359.4,1.0,0.0,0.0
568.0,Jirafa,2,0.0,0.08861720067453627,21.8,3.0,1085.0,15.0,0.9844961240310077,Selva,Extinto en estado silvestre,2760.4,0.0,1.0,2.0
569.0,Gorrión,0,6.0,0.1466273187183811,38.1,2.0,5132.0,20.0,0.7054263565891472,Desierto,Vulnerable,3753.1,0.0,1.0,3.0
570.0,Pez Espada,3,8.0,0.20160202360876897,28.7,7.0,3863.0,23.0,0.26356589147286824,Océano,En peligro,2733.8,0.0,1.0,2.0
571.0,Estrella de Mar,1,4.0,0.5300168634064081,19.5,2.0,3052.0,32.0,0.4728682170542635,Montaña,Vulnerable,4658.0,1.0,0.0,4.0
572.0,Búho,0,0.0,0.1539629005059022,12.5,6.0,4960.0,23.0,0.24806201550387597,Desierto,Extinto en estado silvestre,3478.4,0.0,1.0,3.0
573.0,Nutria,2,6.0,0.604300168634064,23.0,8.0,4026.0,15.0,0.6511627906976745,Desierto,Extinto en estado silvestre,588.0,1.0,0.0,0.0
574.0,Hipopótamo,2,0.0,0.28920741989881954,35.5,8.0,588.0,10.0,0.8139534883720929,Montaña,En peligro,4672.6,0.0,1.0,4.0
575.0,Canguro,2,2.0,0.30919055649241145,17.5,2.0,677.0,26.0,0.945736434108527,Montaña,Extinto en estado silvestre,764.5,0.0,1.0,0.0
576.0,Gaviota,0,0.0,0.9682124789207419,35.8,6.0,1849.0,26.0,0.8837209302325582,Océano,En peligro,3791.3,1.0,0.0,3.0
577.0,Orangután,2,6.0,0.8053962900505902,14.8,3.0,4765.0,26.0,0.8992248062015504,Desierto,Vulnerable,742.8,1.0,0.0,0.0
578.0,Tortuga,4,2.0,0.4231028667790893,13.9,9.0,1309.0,19.0,0.7751937984496124,Desierto,Vulnerable,4992.9,1.0,0.0,4.0
579.0,Lobo,2,0.0,0.4465430016863406,28.2,3.0,1590.0,39.0,0.6124031007751938,Océano,Vulnerable,1661.0,0.0,1.0,1.0
580.0,Jirafa,2,2.0,0.11273187183811129,34.1,1.0,3245.0,19.0,0.8372093023255813,Selva,Extinto en estado silvestre,2479.7,0.0,1.0,2.0
581.0,Albatros,0,8.0,0.8449409780775716,33.4,9.0,4261.0,23.0,0.7286821705426356,Montaña,Vulnerable,2334.2,1.0,0.0,2.0
582.0,Pez Espada,3,6.0,0.001517706576728499,26.3,8.0,2596.0,10.0,0.054263565891472854,Océano,Vulnerable,509.6,1.0,0.0,0.0
583.0,Flamenco,0,6.0,0.14249578414839797,29.2,2.0,5942.0,11.0,0.6744186046511627,Montaña,Vulnerable,2470.1,1.0,0.0,2.0
584.0,Albatros,0,8.0,0.5333895446880269,17.7,3.0,1395.0,27.0,0.4496124031007751,Océano,Vulnerable,747.6,0.0,1.0,0.0
585.0,Cocodrilo,4,6.0,0.18659359190556493,26.5,7.0,3973.0,29.0,0.6201550387596899,Océano,Vulnerable,4009.9,0.0,1.0,4.0
586.0,Caballito de Mar,3,6.0,0.6324620573355817,16.2,6.0,836.0,12.0,0.45736434108527124,Desierto,Extinto en estado silvestre,4791.6,0.0,1.0,4.0
587.0,Gorrión,0,0.0,0.0011804384485666099,37.9,8.0,1065.0,13.0,0.39534883720930225,Montaña,Extinto en estado silvestre,4040.3,1.0,0.0,4.0
588.0,Iguana,4,4.0,0.09629005059021922,30.3,5.0,5374.0,14.0,0.5813953488372092,Océano,Extinto en estado silvestre,2155.4,0.0,1.0,2.0
589.0,Gorrión,0,0.0,0.764839797639123,26.9,5.0,4160.0,29.0,0.9224806201550386,Desierto,Extinto en estado silvestre,12.0,1.0,0.0,0.0
590.0,Tortuga,4,8.0,0.5760539629005058,17.4,2.0,3045.0,12.0,0.27131782945736427,Océano,Vulnerable,183.3,1.0,0.0,0.0
591.0,Camarón,1,8.0,0.01711635750421585,22.3,6.0,4431.0,12.0,0.5891472868217054,Montaña,Extinto en estado silvestre,2475.2,1.0,0.0,2.0
592.0,Zebra,2,4.0,0.20404721753794264,33.4,5.0,4061.0,13.0,0.7596899224806202,Océano,En peligro,3397.5,0.0,1.0,3.0
593.0,Elefante,2,0.0,0.23735244519392917,17.2,9.0,4701.0,15.0,0.5271317829457364,Desierto,Vulnerable,4097.6,0.0,1.0,4.0
594.0,Martinete,0,0.0,0.8494940978077572,13.9,3.0,5129.0,16.0,0.07751937984496121,Desierto,Vulnerable,2997.7,0.0,1.0,3.0
595.0,Tortuga,4,0.0,0.5820404721753794,19.2,5.0,1959.0,13.0,0.054263565891472854,Selva,En peligro,4891.6,1.0,0.0,4.0
596.0,Abeja,1,2.0,0.5408094435075885,33.8,3.0,1715.0,33.0,0.4728682170542635,Montaña,Extinto en estado silvestre,2468.9,0.0,1.0,2.0
597.0,Gorila,2,2.0,0.08456998313659359,36.5,9.0,4887.0,24.0,0.5891472868217054,Selva,En peligro,3000.2,0.0,1.0,3.0
598.0,Águila,0,0.0,0.6567453625632378,22.4,9.0,20.0,15.0,0.8062015503875968,Desierto,Extinto en estado silvestre,1150.6,1.0,0.0,1.0
599.0,Suricata,0,2.0,0.1539629005059022,33.4,7.0,2227.0,14.0,0.6589147286821706,Selva,En peligro,1698.4,1.0,0.0,1.0
600.0,Tortuga,4,0.0,0.521079258010118,20.0,1.0,2406.0,17.0,0.8449612403100775,Montaña,Vulnerable,3415.7,1.0,0.0,3.0
601.0,Tiburón,3,8.0,0.592158516020236,25.3,9.0,132.0,15.0,0.4418604651162791,Desierto,Extinto en estado silvestre,3008.2,0.0,1.0,3.0
602.0,Martinete,0,0.0,0.8422428330522765,10.6,9.0,675.0,26.0,0.6744186046511627,Selva,Extinto en estado silvestre,1848.3,1.0,0.0,1.0
603.0,Escorpión,1,2.0,0.8067453625632377,31.4,5.0,626.0,25.0,0.054263565891472854,Selva,Extinto en estado silvestre,560.0,1.0,0.0,0.0
604.0,Pulpo,1,4.0,0.18827993254637437,31.6,2.0,5097.0,20.0,0.821705426356589,Desierto,Vulnerable,1713.1,0.0,1.0,1.0
605.0,Pez Espada,3,8.0,0.9168634064080944,13.0,1.0,789.0,10.0,0.9224806201550386,Océano,Extinto en estado silvestre,220.9,1.0,0.0,0.0
606.0,Mantis Religiosa,1,6.0,0.00033726812816188903,20.8,2.0,5511.0,23.0,0.4883720930232558,Desierto,En peligro,2903.9,1.0,0.0,2.0
607.0,Tortuga,4,4.0,0.328752107925801,24.5,4.0,990.0,22.0,0.39534883720930225,Selva,Extinto en estado silvestre,1615.1,0.0,1.0,1.0
608.0,Albatros,0,4.0,0.06416526138279932,33.2,4.0,3456.0,19.0,0.5426356589147286,Montaña,Extinto en estado silvestre,1899.3,1.0,0.0,1.0
609.0,Serpiente,4,6.0,0.7209106239460371,34.7,1.0,795.0,19.0,0.16279069767441856,Selva,Vulnerable,2875.5,0.0,1.0,2.0
610.0,Pez Espada,3,8.0,0.4994940978077571,31.6,8.0,5406.0,31.0,0.6046511627906976,Desierto,En peligro,2906.5,1.0,0.0,2.0
611.0,Tiburón,3,6.0,0.17310286677908937,16.5,8.0,4247.0,17.0,0.2790697674418604,Selva,En peligro,2941.8,0.0,1.0,2.0
612.0,Tortuga,4,8.0,0.08296795952782463,20.7,8.0,5576.0,18.0,0.7286821705426356,Desierto,En peligro,2458.0,1.0,0.0,2.0
613.0,Panda,2,8.0,0.22436762225969645,17.4,5.0,1598.0,13.0,0.8837209302325582,Selva,Extinto en estado silvestre,2440.7,1.0,0.0,2.0
614.0,Pez Globo,3,8.0,0.9214165261382798,29.1,2.0,3922.0,20.0,0.9379844961240309,Selva,Extinto en estado silvestre,4106.1,0.0,1.0,4.0
615.0,Flamenco,0,4.0,0.6774873524451939,29.4,4.0,2032.0,32.0,0.4418604651162791,Océano,Vulnerable,2337.8,0.0,1.0,2.0
616.0,Tiburón,3,8.0,0.24064080944350755,10.5,1.0,3160.0,18.0,0.01550387596899222,Desierto,Vulnerable,2680.2,0.0,1.0,2.0
617.0,Cocodrilo,4,6.0,0.8943507588532883,32.0,1.0,1713.0,21.0,0.5891472868217054,Océano,Extinto en estado silvestre,4941.2,1.0,0.0,4.0
618.0,Iguana,4,4.0,0.13448566610455312,16.9,3.0,329.0,22.0,0.5736434108527131,Océano,En peligro,905.3,1.0,0.0,0.0
619.0,Caracol,1,8.0,0.6882799325463743,34.0,4.0,3542.0,17.0,0.7131782945736433,Selva,En peligro,3632.1,1.0,0.0,3.0
620.0,Puma,2,2.0,0.4238617200674536,35.0,3.0,1696.0,37.0,0.28682170542635654,Desierto,Extinto en estado silvestre,2366.0,0.0,1.0,2.0
621.0,Cocodrilo,4,2.0,0.26677908937605394,33.9,3.0,2090.0,22.0,0.9302325581395348,Montaña,En peligro,4152.7,1.0,0.0,4.0
622.0,Estrella de Mar,1,8.0,0.2607082630691399,22.2,8.0,1490.0,33.0,0.37209302325581395,Selva,En peligro,2020.2,0.0,1.0,2.0
623.0,Estrella de Mar,1,2.0,0.5000843170320405,20.4,4.0,3126.0,10.0,0.2558139534883721,Desierto,Extinto en estado silvestre,1515.0,1.0,0.0,1.0
624.0,Gaviota,0,0.0,0.9322091062394603,23.1,3.0,1074.0,35.0,1.0,Océano,Vulnerable,1039.0,0.0,1.0,1.0
625.0,Libélula,1,4.0,0.7424114671163575,25.8,9.0,3425.0,31.0,0.945736434108527,Selva,Extinto en estado silvestre,4361.2,0.0,1.0,4.0
626.0,Orangután,2,0.0,0.6618887015177066,17.5,1.0,676.0,20.0,0.4263565891472868,Montaña,Vulnerable,3591.7,0.0,1.0,3.0
627.0,Pájaro Carpintero,0,4.0,0.8760539629005059,37.9,8.0,5694.0,34.0,0.7674418604651163,Selva,En peligro,384.6,0.0,1.0,0.0
628.0,Serpiente,4,6.0,0.5698145025295109,25.1,5.0,1272.0,33.0,0.8914728682170543,Océano,Vulnerable,3567.5,1.0,0.0,3.0
629.0,Cocodrilo,4,2.0,0.19013490725126475,12.2,8.0,1350.0,11.0,0.27131782945736427,Océano,Vulnerable,175.2,0.0,1.0,0.0
630.0,Libélula,1,2.0,0.9779932546374367,39.9,3.0,1130.0,14.0,0.1937984496124031,Desierto,Extinto en estado silvestre,908.2,1.0,0.0,0.0
631.0,Pez Globo,3,2.0,0.5340640809443506,24.5,6.0,176.0,20.0,0.6434108527131783,Montaña,En peligro,2964.0,1.0,0.0,2.0
632.0,Delfín,2,8.0,0.3139123102866779,38.4,7.0,4224.0,13.0,0.5736434108527131,Selva,En peligro,2317.6,0.0,1.0,2.0
633.0,Tigre de Bengala,2,4.0,0.7783305227655986,21.7,8.0,4003.0,17.0,0.6899224806201549,Océano,En peligro,4202.4,0.0,1.0,4.0
634.0,Avispa,1,8.0,0.4631534569983136,16.7,7.0,3264.0,34.0,0.9302325581395348,Desierto,Vulnerable,3039.5,1.0,0.0,3.0
635.0,Gato,2,2.0,0.010033726812816189,32.1,7.0,1117.0,21.0,0.7596899224806202,Montaña,Vulnerable,4824.9,1.0,0.0,4.0
636.0,Martinete,0,6.0,0.3185497470489038,23.0,2.0,1457.0,12.0,0.5271317829457364,Montaña,Extinto en estado silvestre,4275.9,1.0,0.0,4.0
637.0,Camarón,1,2.0,0.4563237774030353,36.4,3.0,4191.0,34.0,0.11627906976744184,Desierto,En peligro,1701.1,0.0,1.0,1.0
638.0,Pez Globo,3,8.0,0.3714165261382799,23.9,6.0,688.0,26.0,0.5736434108527131,Océano,En peligro,4170.8,1.0,0.0,4.0
639.0,Tortuga,4,2.0,0.5511804384485666,20.2,3.0,5074.0,32.0,0.7441860465116279,Montaña,Vulnerable,4349.7,1.0,0.0,4.0
640.0,Elefante,2,0.0,0.1815345699831366,39.0,9.0,1582.0,17.0,0.03100775193798444,Selva,Vulnerable,4848.6,1.0,0.0,4.0
641.0,Iguana,4,0.0,0.5719224283305228,34.9,9.0,1801.0,15.0,0.9224806201550386,Océano,Vulnerable,62.9,1.0,0.0,0.0
642.0,Pez Espada,3,8.0,0.9874367622259697,16.2,6.0,1323.0,13.0,0.3255813953488371,Océano,En peligro,4373.7,1.0,0.0,4.0
643.0,Pez Payaso,3,0.0,0.7538785834738617,24.7,1.0,1775.0,13.0,0.751937984496124,Desierto,En peligro,349.6,1.0,0.0,0.0
644.0,Águila,0,4.0,0.6844013490725125,13.4,1.0,4907.0,16.0,0.22480620155038755,Montaña,Extinto en estado silvestre,2640.6,0.0,1.0,2.0
645.0,Pez Espada,3,4.0,0.1988195615514334,13.2,4.0,3808.0,19.0,0.5658914728682171,Desierto,Extinto en estado silvestre,2073.4,0.0,1.0,2.0
646.0,Caballito de Mar,3,8.0,0.5812816188870151,35.6,8.0,364.0,15.0,0.9844961240310077,Montaña,En peligro,4599.4,0.0,1.0,4.0
647.0,Lobo,2,0.0,0.8199831365935919,38.0,3.0,515.0,13.0,0.24031007751937983,Desierto,Extinto en estado silvestre,2025.8,0.0,1.0,2.0
648.0,Iguana,4,4.0,0.23903878583473862,32.2,4.0,575.0,30.0,0.12403100775193798,Océano,Vulnerable,2980.3,0.0,1.0,2.0
649.0,Tigre de Bengala,2,0.0,0.08465430016863407,39.7,6.0,4917.0,19.0,0.8294573643410852,Desierto,Extinto en estado silvestre,3459.4,1.0,0.0,3.0
650.0,Lobo,2,2.0,0.6615514333895446,11.4,9.0,3954.0,29.0,0.5116279069767442,Océano,Vulnerable,95.2,0.0,1.0,0.0
651.0,Caracol,1,0.0,0.6734401349072512,19.9,4.0,4776.0,26.0,0.9767441860465116,Océano,Extinto en estado silvestre,2954.7,1.0,0.0,2.0
652.0,Estrella de Mar,1,0.0,0.8046374367622259,14.0,3.0,541.0,29.0,0.08527131782945735,Desierto,En peligro,2590.0,0.0,1.0,2.0
653.0,Albatros,0,8.0,0.6292580101180438,33.5,9.0,936.0,15.0,0.2790697674418604,Montaña,Vulnerable,2970.1,0.0,1.0,2.0
654.0,Pájaro Carpintero,0,2.0,0.8484822934232714,36.7,7.0,4049.0,20.0,0.43410852713178294,Océano,Extinto en estado silvestre,378.8,0.0,1.0,0.0
655.0,Pez Globo,3,4.0,0.2645868465430017,23.4,9.0,1373.0,27.0,0.08527131782945735,Desierto,En peligro,277.9,0.0,1.0,0.0
656.0,Gaviota,0,4.0,0.03296795952782462,34.9,6.0,2132.0,32.0,0.5968992248062015,Océano,Vulnerable,887.8,1.0,0.0,0.0
657.0,Búho,0,0.0,0.7327993254637436,35.4,4.0,2545.0,18.0,0.046511627906976716,Océano,Vulnerable,4347.5,1.0,0.0,4.0
658.0,Tiburón,3,6.0,0.38482293423271496,14.2,5.0,2539.0,21.0,0.28682170542635654,Desierto,En peligro,1782.4,0.0,1.0,1.0
659.0,Iguana,4,6.0,0.20792580101180438,21.3,2.0,2756.0,20.0,0.3178294573643411,Océano,En peligro,2170.2,1.0,0.0,2.0
660.0,Caballito de Mar,3,4.0,0.04932546374367622,15.6,3.0,5279.0,35.0,0.945736434108527,Océano,Vulnerable,1950.9,0.0,1.0,1.0
661.0,Caballito de Mar,3,0.0,0.7554806070826307,30.1,5.0,5671.0,27.0,0.3178294573643411,Desierto,En peligro,3571.9,1.0,0.0,3.0
662.0,Cocodrilo,4,0.0,0.8266441821247891,21.6,3.0,1753.0,32.0,0.821705426356589,Selva,Extinto en estado silvestre,1297.5,0.0,1.0,1.0
663.0,Caballito de Mar,3,2.0,0.387858347386172,30.0,3.0,1690.0,11.0,0.31007751937984496,Desierto,Extinto en estado silvestre,342.1,1.0,0.0,0.0
664.0,Avispa,1,8.0,0.8856661045531197,36.3,9.0,2549.0,25.0,0.06201550387596899,Montaña,Vulnerable,1890.9,1.0,0.0,1.0
665.0,Búho,0,6.0,0.41450252951096117,22.4,4.0,1958.0,18.0,0.8294573643410852,Selva,Vulnerable,3639.2,0.0,1.0,3.0
666.0,Pez Espada,3,0.0,0.9522765598650927,39.2,4.0,5242.0,25.0,0.8062015503875968,Océano,Extinto en estado silvestre,4574.8,0.0,1.0,4.0
667.0,Puma,2,4.0,0.9840640809443507,22.3,1.0,731.0,21.0,0.7131782945736433,Montaña,En peligro,254.2,1.0,0.0,0.0
668.0,Flamenco,0,6.0,0.8179595278246204,16.4,7.0,5920.0,26.0,0.627906976744186,Selva,En peligro,4052.5,1.0,0.0,4.0
669.0,Mariposa Monarca,1,8.0,0.25463743676222594,25.9,9.0,833.0,22.0,0.7131782945736433,Desierto,Vulnerable,331.0,0.0,1.0,0.0
670.0,Mariposa Monarca,1,0.0,0.3650927487352445,22.0,8.0,2152.0,13.0,0.9147286821705427,Océano,En peligro,1653.4,0.0,1.0,1.0
671.0,Tiburón,3,6.0,0.5320404721753794,13.8,2.0,4686.0,22.0,0.9302325581395348,Selva,Vulnerable,111.6,0.0,1.0,0.0
672.0,Cocodrilo,4,0.0,0.3273187183811129,10.7,6.0,5318.0,21.0,0.09302325581395343,Desierto,En peligro,4557.7,0.0,1.0,4.0
673.0,Lobo,2,8.0,0.8192242833052276,32.3,5.0,1235.0,11.0,0.6589147286821706,Selva,En peligro,3534.0,1.0,0.0,3.0
674.0,Pez Espada,3,2.0,0.9282462057335581,38.0,8.0,4959.0,26.0,0.11627906976744184,Desierto,En peligro,1845.7,1.0,0.0,1.0
675.0,Serpiente,4,6.0,0.9866779089376053,23.2,1.0,284.0,24.0,0.24031007751937983,Montaña,Extinto en estado silvestre,1887.3,0.0,1.0,1.0
676.0,Avispa,1,8.0,0.33499156829679594,12.0,9.0,3538.0,22.0,0.6899224806201549,Montaña,Vulnerable,3199.3,1.0,0.0,3.0
677.0,Cacatúa,0,2.0,0.26871838111298474,32.2,9.0,4233.0,11.0,0.7286821705426356,Océano,En peligro,448.3,0.0,1.0,0.0
678.0,Estrella de Mar,1,2.0,0.15919055649241148,36.0,7.0,75.0,35.0,0.8139534883720929,Desierto,En peligro,725.3,1.0,0.0,0.0
679.0,Tiburón,3,8.0,0.04519392917369309,19.7,8.0,5845.0,15.0,0.9069767441860466,Selva,Extinto en estado silvestre,4236.1,1.0,0.0,4.0
680.0,Serpiente,4,4.0,0.17512647554806068,16.7,9.0,895.0,30.0,0.8682170542635659,Océano,Extinto en estado silvestre,1011.6,1.0,0.0,1.0
681.0,Caballito de Mar,3,8.0,0.28305227655986503,20.1,5.0,2458.0,21.0,0.5348837209302325,Océano,Extinto en estado silvestre,3633.4,1.0,0.0,3.0
682.0,Mariposa Monarca,1,0.0,0.38996627318718374,37.2,2.0,5474.0,38.0,0.26356589147286824,Desierto,Vulnerable,1129.1,0.0,1.0,1.0
683.0,Chinchilla,2,4.0,0.10767284991568296,22.5,1.0,4793.0,10.0,0.5736434108527131,Montaña,Extinto en estado silvestre,440.8,0.0,1.0,0.0
684.0,Caracol,1,2.0,0.8205733558178752,29.6,5.0,1744.0,24.0,0.2790697674418604,Océano,Extinto en estado silvestre,4500.2,1.0,0.0,4.0
